URL catégorie,Titres,Prix,Stock
https://books.toscrape.com/catalogue/category/books/default_15/index.html,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,£22.50,In stock (19 available)
https://books.toscrape.com/catalogue/category/books/default_15/index.html,Aladdin and His Wonderful Lamp,£53.13,In stock (19 available)
https://books.toscrape.com/catalogue/category/books/default_15/index.html,Penny Maybe,£33.29,In stock (18 available)
https://books.toscrape.com/catalogue/category/books/default_15/index.html,Maude (1883-1993):She Grew Up with the country,£18.02,In stock (18 available)
https://books.toscrape.com/catalogue/category/books/default_15/index.html,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",£20.59,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/default_15/index.html,Soul Reader,£39.58,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/default_15/index.html,Bossypants,£49.46,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/default_15/index.html,A World of Flavor: Your Gluten Free Passport,£42.95,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/default_15/index.html,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",£56.76,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/default_15/index.html,Tracing Numbers on a Train,£41.60,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/default_15/index.html,Thirteen Reasons Why,£52.72,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/default_15/index.html,The Secret (The Secret #1),£27.37,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/default_15/index.html,The Psychopath Test: A Journey Through the Madness Industry,£36.00,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/default_15/index.html,The Kite Runner,£41.82,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/default_15/index.html,The Girl on the Train,£55.02,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/default_15/index.html,The Emerald Mystery,£23.15,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/default_15/index.html,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,£32.00,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,Mesaerion: The Best Science Fiction Stories 1800-1849,£37.59,In stock (19 available)
https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,Join,£35.67,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",£43.30,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,The Project,£10.65,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,Soft Apocalypse,£26.12,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,Sleeping Giants (Themis Files #1),£48.74,In stock (11 available)
https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,Arena,£21.36,In stock (11 available)
https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,Foundation (Foundation (Publication Order) #1),£32.42,In stock (5 available)
https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),£10.92,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,Ready Player One,£19.07,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",£33.26,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,Dune (Dune #1),£54.86,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,Do Androids Dream of Electric Sheep? (Blade Runner #1),£51.48,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,Three Wishes (River of Time: California #1),£44.18,In stock (1 available)
https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,The Last Girl (The Dominion Trilogy #1),£36.26,In stock (1 available)
https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),£34.96,In stock (1 available)
https://books.toscrape.com/catalogue/category/books/sports-and-games_17/index.html,The Book of Basketball: The NBA According to The Sports Guy,£44.84,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/sports-and-games_17/index.html,"Friday Night Lights: A Town, a Team, and a Dream",£51.22,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/sports-and-games_17/index.html,Sugar Rush (Offensive Line #2),£24.42,In stock (2 available)
https://books.toscrape.com/catalogue/category/books/sports-and-games_17/index.html,Settling the Score (The Summer Games #1),£44.91,In stock (1 available)
https://books.toscrape.com/catalogue/category/books/sports-and-games_17/index.html,Icing (Aces Hockey #2),£40.44,In stock (1 available)
https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,The Torch Is Passed: A Harding Family Story,£19.09,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",£23.89,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,The Art Forger,£40.76,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,On a Midnight Clear,£14.07,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),£53.90,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,"Shobu Samurai, Project Aryoku (#3)",£29.06,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,Modern Romance,£28.26,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,The White Queen (The Cousins' War #1),£25.91,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,The Song of Achilles,£37.40,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,The Immortal Life of Henrietta Lacks,£40.67,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,The Dovekeepers,£48.78,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,More Than Music (Chasing the Dream #1),£37.61,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,Code Name Verity (Code Name Verity #1),£22.13,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,Cell,£20.29,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,Angels Walking (Angels Walking #1),£34.20,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",£56.48,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,A People's History of the United States,£40.79,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,A Brush of Wings (Angels Walking #3),£55.51,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,Rook,£37.86,In stock (13 available)
https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,The Midnight Watch: A Novel of the Titanic and the Californian,£26.20,In stock (12 available)
https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,Unicorn Tracks,£18.78,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,"Saga, Volume 6 (Saga (Collected Editions) #6)",£25.02,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,Princess Between Worlds (Wide-Awake Princess #5),£13.34,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,Masks and Shadows,£56.40,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,Crown of Midnight (Throne of Glass #2),£43.29,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",£28.09,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,A Court of Thorns and Roses (A Court of Thorns and Roses #1),£52.37,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,Throne of Glass (Throne of Glass #1),£35.07,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,The Glittering Court (The Glittering Court #1),£44.28,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,Hollow City (Miss Peregrine’s Peculiar Children #2),£42.98,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,The Star-Touched Queen,£46.02,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,The Hidden Oracle (The Trials of Apollo #1),£52.26,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,The Bane Chronicles (The Bane Chronicles #1-11),£44.73,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,Island of Dragons (Unwanteds #7),£29.65,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),£37.51,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,City of Glass (The Mortal Instruments #3),£56.02,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,Searching for Meaning in Gailana,£38.73,In stock (13 available)
https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,The Star-Touched Queen,£32.30,In stock (12 available)
https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,A Shard of Ice (The Black Symphony Saga #1),£56.63,In stock (9 available)
https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,King's Folly (The Kinsman Chronicles #1),£39.61,In stock (7 available)
https://books.toscrape.com/catalogue/category/books/new-adult_20/index.html,Without Borders (Wanderlove #1),£45.07,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/new-adult_20/index.html,The Mistake (Off-Campus #2),£43.29,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/new-adult_20/index.html,The Matchmaker's Playbook (Wingmen Inc. #1),£55.85,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/new-adult_20/index.html,The Hook Up (Game On #1),£36.29,In stock (1 available)
https://books.toscrape.com/catalogue/category/books/new-adult_20/index.html,Shameless,£58.35,In stock (1 available)
https://books.toscrape.com/catalogue/category/books/new-adult_20/index.html,Off Sides (Off #1),£39.45,In stock (1 available)
https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,The Requiem Red,£22.65,In stock (19 available)
https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,Set Me Free,£17.46,In stock (19 available)
https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,The Natural History of Us (The Fine Art of Pretending #2),£45.22,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,Obsidian (Lux #1),£14.86,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,Burning,£28.81,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,A Fierce and Subtle Poison,£28.13,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,Scarlett Epstein Hates It Here,£43.55,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,"Nightingale, Sing",£38.28,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,Library of Souls (Miss Peregrine’s Peculiar Children #3),£48.56,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,Frostbite (Vampire Academy #2),£29.99,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,Wild Swans,£14.36,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,Until Friday Night (The Field Party #1),£46.31,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,This Is Where It Ends,£27.12,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,The Darkest Lie,£35.35,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,My Kind of Crazy,£40.36,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,Don't Get Caught,£55.35,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,Catching Jordan (Hundred Oaks),£50.83,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),£58.14,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,The Epidemic (The Program 0.6),£14.44,In stock (12 available)
https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,Stars Above (The Lunar Chronicles #4.5),£48.05,In stock (12 available)
https://books.toscrape.com/catalogue/category/books/science_22/index.html,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,£42.96,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/science_22/index.html,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,£57.36,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/science_22/index.html,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,£44.74,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/science_22/index.html,Tipping Point for Planet Earth: How Close Are We to the Edge?,£37.55,In stock (12 available)
https://books.toscrape.com/catalogue/category/books/science_22/index.html,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",£55.91,In stock (9 available)
https://books.toscrape.com/catalogue/category/books/science_22/index.html,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,£28.41,In stock (8 available)
https://books.toscrape.com/catalogue/category/books/science_22/index.html,The Origin of Species,£10.01,In stock (7 available)
https://books.toscrape.com/catalogue/category/books/science_22/index.html,The Grand Design,£13.76,In stock (5 available)
https://books.toscrape.com/catalogue/category/books/science_22/index.html,Peak: Secrets from the New Science of Expertise,£16.28,In stock (5 available)
https://books.toscrape.com/catalogue/category/books/science_22/index.html,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",£13.03,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/science_22/index.html,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",£57.35,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/science_22/index.html,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",£25.83,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/science_22/index.html,Seven Brief Lessons on Physics,£30.60,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/science_22/index.html,The Selfish Gene,£29.45,In stock (1 available)
https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,A Light in the Attic,£51.77,In stock (22 available)
https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,The Black Maria,£52.15,In stock (19 available)
https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,Shakespeare's Sonnets,£20.66,In stock (19 available)
https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,Olio,£23.88,In stock (19 available)
https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,You can't bury them all: Poems,£33.63,In stock (17 available)
https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,Slow States of Collapse: Poems,£57.31,In stock (17 available)
https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,Untitled Collection: Sabbath Poems 2014,£14.27,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,Poems That Make Grown Women Cry,£14.19,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,Night Sky with Exit Wounds,£41.05,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,salt.,£46.78,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",£50.89,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,Out of Print: City Lights Spotlight No. 14,£53.64,In stock (8 available)
https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,Les Fleurs du Mal,£29.04,In stock (8 available)
https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,Howl and Other Poems,£40.45,In stock (8 available)
https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,Leave This Song Behind: Teen Poetry at Its Best,£51.17,In stock (7 available)
https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),£15.42,In stock (6 available)
https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,The Crossover,£38.77,In stock (5 available)
https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,Booked,£17.49,In stock (5 available)
https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,Twenty Love Poems and a Song of Despair,£30.95,In stock (1 available)
https://books.toscrape.com/catalogue/category/books/paranormal_24/index.html,"Vampire Knight, Vol. 1 (Vampire Knight #1)",£15.40,In stock (1 available)
https://books.toscrape.com/catalogue/category/books/art_25/index.html,Wall and Piece,£44.18,In stock (18 available)
https://books.toscrape.com/catalogue/category/books/art_25/index.html,Feathers: Displays of Brilliant Plumage,£49.05,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/art_25/index.html,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,£48.63,In stock (9 available)
https://books.toscrape.com/catalogue/category/books/art_25/index.html,The New Drawing on the Right Side of the Brain,£43.02,In stock (8 available)
https://books.toscrape.com/catalogue/category/books/art_25/index.html,History of Beauty,£10.29,In stock (8 available)
https://books.toscrape.com/catalogue/category/books/art_25/index.html,The Story of Art,£41.14,In stock (7 available)
https://books.toscrape.com/catalogue/category/books/art_25/index.html,The Art Book,£32.34,In stock (7 available)
https://books.toscrape.com/catalogue/category/books/art_25/index.html,Ways of Seeing,£39.51,In stock (1 available)
https://books.toscrape.com/catalogue/category/books/psychology_26/index.html,The Lucifer Effect: Understanding How Good People Turn Evil,£10.40,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/psychology_26/index.html,The Golden Condom: And Other Essays on Love Lost and Found,£39.43,In stock (12 available)
https://books.toscrape.com/catalogue/category/books/psychology_26/index.html,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,£56.27,In stock (11 available)
https://books.toscrape.com/catalogue/category/books/psychology_26/index.html,An Unquiet Mind: A Memoir of Moods and Madness,£21.30,In stock (6 available)
https://books.toscrape.com/catalogue/category/books/psychology_26/index.html,"Thinking, Fast and Slow",£21.14,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/psychology_26/index.html,Civilization and Its Discontents,£59.95,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/psychology_26/index.html,8 Keys to Mental Health Through Exercise,£31.04,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/autobiography_27/index.html,The Argonauts,£10.93,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/autobiography_27/index.html,M Train,£27.18,In stock (11 available)
https://books.toscrape.com/catalogue/category/books/autobiography_27/index.html,Lab Girl,£40.85,In stock (11 available)
https://books.toscrape.com/catalogue/category/books/autobiography_27/index.html,Approval Junkie: Adventures in Caring Too Much,£58.81,In stock (5 available)
https://books.toscrape.com/catalogue/category/books/autobiography_27/index.html,Running with Scissors,£12.91,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/autobiography_27/index.html,Me Talk Pretty One Day,£57.60,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/autobiography_27/index.html,Lust & Wonder,£11.87,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/autobiography_27/index.html,Life Without a Recipe,£59.04,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/autobiography_27/index.html,A Heartbreaking Work of Staggering Genius,£54.29,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/parenting_28/index.html,Catastrophic Happiness: Finding Joy in Childhood's Messy Years,£37.35,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/adult-fiction_29/index.html,Fifty Shades Freed (Fifty Shades #3),£15.36,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/humor_30/index.html,The Long Haul (Diary of a Wimpy Kid #9),£44.07,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/humor_30/index.html,Old School (Diary of a Wimpy Kid #10),£11.83,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/humor_30/index.html,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,£25.98,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/humor_30/index.html,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",£14.75,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/humor_30/index.html,Dress Your Family in Corduroy and Denim,£43.68,In stock (9 available)
https://books.toscrape.com/catalogue/category/books/humor_30/index.html,Toddlers Are A**holes: It's Not Your Fault,£25.55,In stock (7 available)
https://books.toscrape.com/catalogue/category/books/humor_30/index.html,When You Are Engulfed in Flames,£30.89,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/humor_30/index.html,Naked,£31.69,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/humor_30/index.html,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",£55.50,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/humor_30/index.html,Holidays on Ice,£51.07,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/horror_31/index.html,Security,£39.25,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/horror_31/index.html,Follow You Home,£21.36,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/horror_31/index.html,The Loney,£23.40,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/horror_31/index.html,Pet Sematary,£10.56,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/horror_31/index.html,Doctor Sleep (The Shining #2),£40.12,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/horror_31/index.html,Psycho: Sanitarium (Psycho #1.5),£36.97,In stock (12 available)
https://books.toscrape.com/catalogue/category/books/horror_31/index.html,Can You Keep a Secret? (Fear Street Relaunch #4),£48.64,In stock (12 available)
https://books.toscrape.com/catalogue/category/books/horror_31/index.html,Red Dragon (Hannibal Lecter #1),£23.37,In stock (5 available)
https://books.toscrape.com/catalogue/category/books/horror_31/index.html,Dracula the Un-Dead,£35.63,In stock (5 available)
https://books.toscrape.com/catalogue/category/books/horror_31/index.html,Night Shift (Night Shift #1-20),£12.75,In stock (4 available)
https://books.toscrape.com/catalogue/category/books/horror_31/index.html,Needful Things,£47.51,In stock (4 available)
https://books.toscrape.com/catalogue/category/books/horror_31/index.html,Misery,£34.79,In stock (4 available)
https://books.toscrape.com/catalogue/category/books/horror_31/index.html,It,£25.01,In stock (4 available)
https://books.toscrape.com/catalogue/category/books/horror_31/index.html,'Salem's Lot,£49.56,In stock (4 available)
https://books.toscrape.com/catalogue/category/books/horror_31/index.html,The Stand,£57.86,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/horror_31/index.html,The Girl with All the Gifts,£49.47,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/horror_31/index.html,House of Leaves,£54.89,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/history_32/index.html,Sapiens: A Brief History of Humankind,£54.23,In stock (20 available)
https://books.toscrape.com/catalogue/category/books/history_32/index.html,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",£25.52,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/history_32/index.html,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,£19.73,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/history_32/index.html,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",£36.28,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/history_32/index.html,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,£59.64,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/history_32/index.html,Zealot: The Life and Times of Jesus of Nazareth,£24.70,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/history_32/index.html,A Distant Mirror: The Calamitous 14th Century,£14.58,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/history_32/index.html,1491: New Revelations of the Americas Before Columbus,£21.80,In stock (14 available)
https://books.toscrape.com/catalogue/category/books/history_32/index.html,Brilliant Beacons: A History of the American Lighthouse,£11.45,In stock (8 available)
https://books.toscrape.com/catalogue/category/books/history_32/index.html,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",£44.48,In stock (8 available)
https://books.toscrape.com/catalogue/category/books/history_32/index.html,A Short History of Nearly Everything,£52.40,In stock (7 available)
https://books.toscrape.com/catalogue/category/books/history_32/index.html,The Rise and Fall of the Third Reich: A History of Nazi Germany,£39.67,In stock (6 available)
https://books.toscrape.com/catalogue/category/books/history_32/index.html,Catherine the Great: Portrait of a Woman,£58.55,In stock (6 available)
https://books.toscrape.com/catalogue/category/books/history_32/index.html,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,£42.91,In stock (5 available)
https://books.toscrape.com/catalogue/category/books/history_32/index.html,The Hiding Place,£55.91,In stock (5 available)
https://books.toscrape.com/catalogue/category/books/history_32/index.html,America's War for the Greater Middle East: A Military History,£51.22,In stock (5 available)
https://books.toscrape.com/catalogue/category/books/history_32/index.html,The Guns of August,£14.54,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/history_32/index.html,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",£43.70,In stock (3 available)
https://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",£30.52,In stock (19 available)
https://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",£56.41,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html,My Paris Kitchen: Recipes and Stories,£33.37,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",£14.02,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html,"Layered: Baking, Building, and Styling Spectacular Cakes",£40.11,In stock (16 available)
https://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,£37.34,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,£37.60,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,£41.25,In stock (15 available)
https://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",£42.16,In stock (15 available)
